25FP43CFXXX	12345678	XXXXXX@edu.gva.es	NOM	COGNOM
25FP43CFXXX	12345678	XXXXXX@edu.gva.es	NOM	COGNOM
25FP43CFXXX	12345678	XXXXXX@edu.gva.es	NOM	COGNOM
25FP43CFXXX	12345678	XXXXXX@edu.gva.es	NOM	COGNOM
25FP43CFXXX	12345678	XXXXXX@edu.gva.es	NOM	COGNOM
25FP43CFXXX	12345678	XXXXXX@edu.gva.es	NOM	COGNOM
25FP43CFXXX	12345678	XXXXXX@edu.gva.es	NOM	COGNOM
25FP43CFXXX	12345678	XXXXXX@edu.gva.es	NOM	COGNOM
25FP43CFXXX	12345678	XXXXXX@edu.gva.es	NOM	COGNOM
25FP43CFXXX	12345678	XXXXXX@edu.gva.es	NOM	COGNOM
25FP43CFXXX	12345678	XXXXXX@edu.gva.es	NOM	COGNOM
25FP43CFXXX	12345678	XXXXXX@edu.gva.es	NOM	COGNOM
25FP43CFXXX	12345678	XXXXXX@edu.gva.es	NOM	COGNOM
25FP43CFXXX	12345678	XXXXXX@edu.gva.es	NOM	COGNOM
25FP43CFXXX	12345678	XXXXXX@edu.gva.es	NOM	COGNOM
25FP43CFXXX	12345678	XXXXXX@edu.gva.es	NOM	COGNOM
25FP43CFXXX	12345678	XXXXXX@edu.gva.es	NOM	COGNOM
25FP43CFXXX	12345678	XXXXXX@edu.gva.es	NOM	COGNOM
25FP43CFXXX	12345678	XXXXXX@edu.gva.es	NOM	COGNOM
25FP43CFXXX	12345678	XXXXXX@edu.gva.es	NOM	COGNOM
25FP43CFXXX	12345678	XXXXXX@edu.gva.es	NOM	COGNOM
25FP43CFXXX	12345678	XXXXXX@edu.gva.es	NOM	COGNOM
